a,b,c,d,e,class
-0.9108705573298863,2.1719283049988936,1.7164167631946654,-1.3760610584514885,-0.5820334473337372,1
-1.2319398489743625,-2.061718669286088,-0.6568870651542642,1.3802644185225939,-0.17601396338305053,0
-1.6392075247067814,0.7739323966245035,0.42502918329093337,-1.6284870415678612,0.670923285513199,1
-0.525062880180255,0.6870740577973824,2.1696655221915697,-2.814226393134805,-1.3058206269412247,2
0.5403173131127124,2.520621770351174,-1.9832796516083802,2.127394227174273,2.520010952617607,1
-2.9536107334438926,-1.6770807380640735,-1.8171746346793558,0.7009037307901285,1.9520454613400846,2
0.7931280223599164,0.3235130676889302,1.9317809362031275,-0.7125437763207224,-2.127754719788797,2
-0.830170731265603,-2.85098428379343,-1.804003870057243,-0.7957951361050346,1.5120131634739298,2
1.0585017615386798,0.21962016163812392,0.4426542306764193,0.6153614723163423,-0.8757443836279917,0
-1.2496060274196525,-1.206269072270262,-2.8679939128094594,0.1164049657912658,3.2039177288857985,2
0.8840521210347563,1.1007358358079835,2.0775041689446976,-0.12022679854554719,-2.218441042791127,0
-2.0697589382951183,-1.8207455911633779,-0.19932179210303214,1.6467488221218405,-0.534774232039836,0
-0.07971045460685633,-0.5313164131234722,0.8248539961435455,-2.130660720844569,-0.47999511302183184,2
-1.9705936032338427,-1.1039060206461833,0.7705019468056395,0.5927643798077241,-1.1017952886797229,0
0.11533986874295366,0.036006954406669234,1.536859257927127,2.114665496677162,-2.532645331108627,0
0.5446856271958787,-0.24994409961801645,0.4137178823456438,0.1289695036435159,-0.7498393826027132,0
-0.011646085424267483,0.33233528002123025,-1.1849936708555961,0.6885844798073445,1.3216810916044266,1
-4.01623758756018,-1.365215616939524,-3.244565452994335,2.183984332698028,3.527615423613328,2
-2.7033440285635577,-0.2684266916018412,2.8494149390738097,1.6956936897923252,-3.465966577131439,0
-0.8614625578031733,0.8540623348294912,1.4779794451975854,-2.641019166918117,-0.3986252425746639,1
-1.8066347977460917,-1.2359545908001137,0.6976948124676372,1.7675603264604716,-1.4811223254660018,1
-3.680866978930217,-1.4072852509531248,2.0443408887163317,1.1805469117494627,-2.5562815879201146,0
-1.139716151407094,1.5167260579658421,1.144174593362551,-2.088286945996399,0.13354315529669036,2
3.356148335341425,-3.5916155755860855,0.979686328461927,1.4425347465902523,-3.7335333333301524,0
-0.16133791870743197,-4.089953759751442,1.4896837977805366,-0.4670213042270661,-3.1463628283227907,0
-0.05378650226230963,0.07304949647058323,0.24174505054729345,1.476219412653454,-0.727417743320829,0
1.5130182181805756,0.7501196209003638,1.3044114973237482,0.45714653388661397,-1.7519758770750231,0
-0.6247215828811525,2.176792770466761,-0.3288932255683889,2.2172458052946107,0.6377380098129364,0
-0.16777145073475008,1.4298502575905854,0.49246370854867416,0.4861447254766411,-0.16641046127513937,2
-1.015239011473229,0.2548335355179834,-2.484015621132638,0.1434004555039654,3.2399469155784244,2
1.7178462955445064,3.086730231267299,0.12780478044251598,0.6117919068881128,0.4462897921873734,1
-0.6589506765409322,1.4902403867739775,-1.2638908568033955,0.5013598564539452,2.057410385482766,1
0.5045359036403374,-0.9043974291162001,0.6074187427695481,-1.589074640242461,-0.6646660363822979,2
1.2209774764745687,2.347112156647097,-0.6872380167540031,0.6636204417667164,1.230999090223963,1
1.0372898878803862,-1.6116190474115475,-0.32310711349145155,-1.1459505054512789,-0.08100922369578822,2
-0.7630593222673656,0.8677410347231089,2.1340220926597917,-1.2928862561178602,-1.6353522789411077,2
-2.119312011065114,-0.30148220952820615,2.091359070535339,1.0669469643423544,-2.496538490064263,0
-1.059671039624668,-2.289994164102328,-2.5539467837986205,0.14627029186119578,2.3661122816796962,2
-1.2062569811994965,1.769916826311868,-1.1938383248914823,0.7985682792054385,2.103050733092568,0
2.5438809943635334,-3.326323138303388,-1.784353563628021,0.5440056279345904,0.13809682200917273,2
1.3485827211189787,-0.7155497301349352,0.5064960311871501,1.2623090319899037,-1.5798519748010666,0
-3.3499745740596403,-0.1456980545936557,1.7244187269228801,-3.551404174135513,-0.23493992126591157,1
2.1613995438576867,-2.028047696646941,-0.47885264410860895,0.7668280379890788,-0.9176490305653926,2
1.2995922682489707,-1.388851927414702,-0.4434599160250171,-2.005897809521787,0.36861416785178824,2
-2.214095384885951,-1.3083507864431563,-0.6633789308266125,-0.4994019269584973,0.9407109880057695,2
-1.1010247258964938,-0.08698519666730842,2.2479175481773357,1.466029066134276,-2.9535647836032743,0
-0.38098949872007215,-1.3812918933044473,-0.7630234918041048,1.292028249399476,0.05205604446635359,0
